|V|+|E|,0.0,0.2,0.5,0.8,1.0
100,12959744,3694592,3698688,663552,1732608
200,12865536,12374016,12865536,3690496,1064960
300,14266368,12972032,12963840,3756032,1720320
400,50016256,11849728,11067392,3727360,1028096
500,56348672,53694464,13021184,12996608,4059136
600,55111680,52285440,12267520,13021184,3420160
700,61796352,57966592,52486144,13209600,4304896
800,60592128,57741312,51060736,12894208,3772416
900,65880064,62050304,54992896,12976128,4300800
1000,65413120,60657664,54534144,12451840,3158016
1100,71548928,66101248,58052608,13008896,4501504
1200,70660096,65024000,58482688,13156352,3489792
1300,75939840,69554176,60575744,13037568,4112384
1400,224174080,68841472,61210624,13692928,3268608
1500,228446208,73932800,62480384,14397440,4116480
1600,229167104,73269248,62038016,14106624,3411968
1700,233512960,76795904,65363968,15159296,4124672
1800,234733568,226086912,64757760,52649984,3538944
1900,238563328,229253120,68165632,53583872,4120576
2000,240418816,229937152,67653632,54030336,3698688
2100,243908608,233111552,70647808,54796288,4116480
2200,245272576,234434560,70746112,54927360,4222976
2300,247865344,236503040,73117696,55889920,4493312
2400,249430016,238788608,72671232,55865344,4349952
2500,252780544,241332224,75653120,57274368,4448256
2600,255389696,242987008,75046912,57434112,4521984
2700,257765376,244613120,79417344,57585664,4464640
2800,260653056,246452224,226091008,58966016,4534272
2900,263352320,248573952,229851136,58650624,4448256
3000,265809920,250347520,229855232,60022784,4521984
3100,267788288,252006400,230326272,59813888,4431872
3200,270458880,255102976,232275968,61116416,4509696
3300,272785408,256626688,233971712,60854272,4419584
3400,275202048,258375680,233832448,62357504,4177920
3500,277536768,260665344,234934272,61456384,4108288
3600,279916544,262553600,236503040,63483904,4190208
3700,281980928,264503296,236806144,62640128,4042752
3800,285356032,266158080,239230976,64593920,4145152
3900,287723520,268484608,239960064,64118784,4050944
4000,290074624,270495744,243142656,65519616,4128768
4100,292478976,272117760,241586176,64630784,4030464
4200,294776832,274219008,245841920,66686976,4108288
4300,297168896,276512768,247586816,65998848,4022272
4400,299503616,278228992,246509568,67592192,4104192
4500,301899776,279625728,250654720,66977792,4001792
4600,304214016,282341376,248315904,68567040,4083712
4700,307470336,284327936,251543552,67624960,3969024
4800,309682176,285716480,253403136,69750784,4050944
4900,312107008,287948800,254832640,68698112,3915776
5000,314388480,290091008,255594496,70713344,4050944
