|V|+|E|,0.0,0.2,0.5,0.8,1.0
100,38531072,11137024,11001856,2088960,3809280
200,38506496,38506496,37040128,8724480,3784704
300,39424000,38535168,38428672,10969088,4067328
400,152682496,39952384,34824192,10403840,2428928
500,155066368,152530944,38469632,38572032,10948608
600,157745152,154730496,36790272,37883904,9555968
700,160059392,156528640,151711744,37593088,11030528
800,162623488,158814208,150159360,36593664,9715712
900,164937728,160501760,153985024,37588992,11038720
1000,167747584,162717696,152920064,36651008,9932800
1100,169828352,164622336,156393472,37867520,11149312
1200,172580864,166539264,155680768,36777984,10240000
1300,174829568,168345600,159047680,38006784,11051008
1400,619724800,170618880,158396416,37351424,10252288
1500,621940736,172421120,161648640,39161856,11075584
1600,624562176,174497792,161157120,38612992,10240000
1700,626970624,176250880,163934208,41041920,10969088
1800,629485568,620994560,163811328,150822912,10420224
1900,631623680,622583808,166420480,152535040,11071488
2000,634859520,624754688,166289408,151990272,10690560
2100,637194240,626331648,168706048,153411584,11063296
2200,639172608,628649984,169230336,153255936,10768384
2300,641425408,630386688,171294720,154624000,11104256
2400,643969024,632508416,171732992,154820608,11059200
2500,646361088,634671104,173752320,155697152,11284480
2600,649162752,636268544,174989312,156418048,11309056
2700,651292672,638189568,175894528,156712960,11247616
2800,653705216,640024576,619700224,157753344,11358208
2900,656760832,642162688,621096960,157863936,11173888
3000,659132416,643981312,622100480,158720000,11214848
3100,661590016,645988352,623542272,158830592,11145216
3200,663838720,648519680,624541696,160161792,11264000
3300,666271744,649981952,626180096,159973376,11096064
3400,668491776,651812864,626974720,161099776,10964992
3500,671100928,653746176,628232192,160837632,10846208
3600,673423360,655884288,629420032,162209792,10838016
3700,675856384,657948672,630677504,161906688,10846208
3800,678621184,659763200,631668736,163618816,10878976
3900,679625184,662126592,633118720,163090432,10784768
4000,683343872,663859200,634728448,164491264,10915840
4100,685343872,665486842,635527168,163926016,10784768
4200,688050176,668131328,637243392,165572608,10870784
4300,690050176,670684684,638160896,165236736,10784768
4400,692772864,671494144,639115264,166518784,10887168
4500,694548635,674864684,640503808,166068224,10776576
4600,697815040,675610624,641548288,167669760,10866688
4700,699954845,678198438,642891776,167071744,10764288
4800,702951424,679231488,644075520,168611840,10858496
4900,705168463,681684314,645922816,167911424,10752000
5000,707657728,683360256,646631424,169762816,10846208
